OPERATION_NAME,MACHINE_NAME,MACHINE_GROUP,Product_Item,Item_Code,CYCLE_TIME,CYCLE_START_TIME,CYCLE_COMPLETE_TIME,ROBOT_RUNNING_TIME,ROBOT_IDLE_TIME,ROBOT_MANUAL_MODE_TIME,ROBOT_ERROR_TIME,SHIFT_RUNNING_PART_COUNT,CURRENT_SHIFT,OEE,UPDATED_DATE,TOTAL_PRODUCTION_COUNT,TOTAL_RUNNING_TIME,TOTAL_IDLE_TIME,ROBOT_DOWNTIME,Downtime_Reason,Maintenance_Flag,Shift_Target,Shift_Achieved,Shift_Efficiency (%),Utilization_Rate (%),Error_Code,Downtime_Percentage,Maintenance_Needed,Status
NEXORA_PACKAGING_3,MAC_LINE_4_CEREVEX,MACLINE-2,Voltris (V6.0),VX-6322-B8,129,09-10-2025 13:27,09-10-2025 13:30,4694,22361,0,198,36,SHIFT-A,20.96,25-05-2025,36,4617,8866,198,Maintenance,1,1073,883,82.29,61.82,E728,0.73,1,Healthy
HELION_MOUNTING_5,MAC_LINE_1_NEXORA,MACLINE-1,Vortan (V2.5),TX-1954-B3,81,09-10-2025 05:57,09-10-2025 05:58,2706,21016,0,0,61,SHIFT-C,100,30-08-2025,182,6829,64355,67,Manual Stop,1,1453,1467,100.96,92.52,E671,0.28,0,Healthy
HELION_MOUNTING_3,MAC_LINE_3_DRAVON,MACLINE-2,Nexora (V5.5),TX-6008-A1,0,09-10-2025 05:56,09-10-2025 05:50,12116,16100,0,390,27,SHIFT-C,100,30-08-2025,95,35380,38463,0,Network Issue,1,981,864,88.07,72.42,E955,0,0,Healthy
AURALON_MOUNTING_4,MAC_LINE_5_VORTAN,MACLINE-4,Voltris (V7.6),VX-6774-C2,147,09-10-2025 21:45,09-10-2025 21:47,9755,18788,14,64000,65,SHIFT-B,49.74,30-08-2025,149,21916,47952,190,Manual Stop,1,1411,1066,75.55,94.58,E860,0.67,1,Needs Attention
ZERION_COATING_1,MAC_LINE_5_AXION,MACLINE-2,Eonix (V2.5),HX-8970-B6,142,09-10-2025 05:32,09-10-2025 05:35,3601,32,44,10,7,SHIFT-C,0,12-09-2025,23,2617,34631,0,Sensor Fault,1,964,1012,104.98,88.7,E782,0,1,Healthy
SYNTRA_ASSEMBLY_1,MAC_LINE_4_SYNTRA,MACLINE-2,Quantor (V9.4),VX-2884-B3,131,09-10-2025 19:41,09-10-2025 19:43,0,28469,0,0,0,SHIFT-C,0,23-05-2025,0,0,86048,0,Network Issue,1,1249,940,75.26,64.42,E604,0,1,Needs Attention
CRYON_MOUNTING_3,MAC_LINE_5_EONIX,MACLINE-1,Lumina (V6.6),HX-6358-C5,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.94,222.22,0,SHIFT-A,0,31-05-2025,0,0,0,475,Network Issue,1,1057,1099,103.97,79.56,E337,47500,0,Healthy
FLUXEN_PACKAGING_4,MAC_LINE_4_AURALON,MACLINE-2,Zerion (V8.8),TX-5635-B8,170,09-10-2025 13:48,09-10-2025 13:51,10344,16124,828,0,41,SHIFT-A,43.53,31-05-2025,41,9591,11246,1452,Maintenance,0,1169,987,84.43,87.84,E158,5.49,1,Healthy
AURALON_SEALING_5,MAC_LINE_4_CRYON,MACLINE-2,Axion (V2.1),NX-4833-A2,206,09-10-2025 13:51,09-10-2025 13:54,10437,17081,0,1024,41,SHIFT-A,41.67,31-05-2025,41,9181,14143,1024,Maintenance,0,1185,1109,93.59,73.33,E163,3.72,1,Healthy
AURALON_INSPECTION_5,MAC_LINE_4_DRAVON,MACLINE-2,Cerevex (V4.7),HX-4541-B3,169,09-10-2025 01:47,09-10-2025 01:50,0,28695,0,0,0,SHIFT-A,0,31-05-2025,0,0,22445,0,Maintenance,0,919,843,91.73,62.21,E492,0,1,Healthy
SYNTRA_PACKAGING_4,MAC_LINE_1_EONIX,MACLINE-2,Helion (V7.0),ZX-9040-C3,1,09-10-2025 13:37,09-10-2025 13:37,0,28277,0,0,42,SHIFT-A,0,31-05-2025,42,0,24317,44935,Sensor Fault,0,1288,928,72.05,81.41,E704,158.9,1,Needs Attention
NEXORA_ASSEMBLY_2,MAC_LINE_4_CEREVEX,MACLINE-1,Cerevex (V4.7),HX-1065-C4,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.94,222.22,0,SHIFT-C,0,31-05-2025,0,0,0,475,Network Issue,0,831,849,102.17,82.4,E176,47500,0,Healthy
VORTAN_CALIBRATION_3,MAC_LINE_1_MACHINA,MACLINE-2,Nexora (V5.2),TX-7053-B9,188,09-10-2025 05:27,09-10-2025 05:30,7531,20484,0,78,43,SHIFT-C,100,31-05-2025,111,20669,47567,376,Network Issue,0,1438,1292,89.85,62.09,E199,1.34,0,Healthy
QUANTOR_ALIGNMENT_1,MAC_LINE_4_SYNTRA,MACLINE-4,Galvion (V9.4),VX-9077-B7,148,09-10-2025 05:48,09-10-2025 05:50,11217,11243,0,64000,78,SHIFT-C,100,31-05-2025,229,35183,71136,102,Maintenance,1,1198,856,71.45,60.4,E148,0.45,1,Needs Attention
GALVION_MOUNTING_3,MAC_LINE_3_AURALON,MACLINE-2,Cryon (V4.1),HX-1358-B9,179,09-10-2025 05:20,09-10-2025 05:23,10038,19653,0,115,45,SHIFT-C,100,31-05-2025,116,23665,44720,1452,Manual Stop,1,1305,941,72.11,73.06,E567,4.89,1,Needs Attention
SYNTRA_ALIGNMENT_5,MAC_LINE_5_ORVION,MACLINE-2,Axion (V3.7),NX-1758-A4,171,09-10-2025 05:24,09-10-2025 05:27,8837,18933,68,294,44,SHIFT-C,100,31-05-2025,115,24472,40508,1024,Power Failure,1,1145,909,79.39,85.65,E394,3.69,1,Needs Attention
HELION_CALIBRATION_2,MAC_LINE_4_NEXORA,MACLINE-1,Vortan (V7.3),NX-6454-C7,78,09-10-2025 19:50,09-10-2025 19:51,0,28467,0,0,0,SHIFT-C,0,01-06-2025,0,0,86037,0,Manual Stop,0,1020,1054,103.33,70.19,E680,0,0,Healthy
LUMINA_ALIGNMENT_4,MAC_LINE_3_VORTAN,MACLINE-2,Lumina (V7.1),TX-6125-C4,1,09-10-2025 05:16,09-10-2025 05:16,0,28277,0,0,54,SHIFT-C,0,01-06-2025,135,0,79551,0,Power Failure,1,1076,842,78.25,61.29,E251,0,1,Needs Attention
MACHINA_TEST_2,MAC_LINE_4_GALVION,MACLINE-2,Lumina (V8.5),ZX-4730-C2,0,09-10-2025 05:30,09-10-2025 05:12,12351,18064,0,0,52,SHIFT-C,100,01-06-2025,132,30397,32143,155,Power Failure,1,1045,919,87.94,77.84,E223,0.51,0,Healthy
CRYON_CALIBRATION_1,MAC_LINE_3_AXION,MACLINE-2,Syntra (V8.5),NX-8309-C2,1,09-10-2025 05:23,09-10-2025 05:23,0,26464,0,0,54,SHIFT-C,0,01-06-2025,121,0,47021,0,Sensor Fault,1,1075,810,75.35,80.33,E773,0,1,Needs Attention
DRAVON_PACKAGING_5,MAC_LINE_1_NEURAX,MACLINE-2,Cryon (V2.0),HX-4202-A5,176,09-10-2025 21:15,09-10-2025 21:17,6644,21780,0,269,31,SHIFT-B,33.74,02-06-2025,73,14866,37141,23,Network Issue,1,893,921,103.14,79.25,E334,0.08,0,Healthy
NEURAX_TEST_1,MAC_LINE_5_NEXORA,MACLINE-1,Vortan (V5.3),NX-3648-C7,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.94,222.22,0,SHIFT-C,0,31-05-2025,0,0,0,475,Sensor Fault,1,1143,1120,97.99,91.17,E439,47500,1,Healthy
NEXORA_MOUNTING_2,MAC_LINE_2_SYNTRA,MACLINE-2,Axion (V1.8),NX-7775-A3,179,09-10-2025 05:20,09-10-2025 05:23,10038,19653,0,115,45,SHIFT-C,100,31-05-2025,116,23665,44720,1452,Manual Stop,1,939,871,92.76,72.74,E850,4.89,0,Healthy
FLUXEN_SCREWING_5,MAC_LINE_3_MACHINA,MACLINE-1,Eonix (V5.1),TX-5134-C3,704,09-10-2025 20:14,09-10-2025 20:26,546,4086,24022,1,1,SHIFT-B,1.24,31-05-2025,1,546,26739,402,Sensor Fault,0,1338,1115,83.33,93.94,E664,8.68,1,Healthy
NEXORA_ALIGNMENT_5,MAC_LINE_3_GALVION,MACLINE-1,Machina (V7.4),ZX-9012-B9,78,09-10-2025 19:50,09-10-2025 19:51,202,13517,13723,0,10,SHIFT-B,0.46,31-05-2025,10,202,13517,249,Sensor Fault,0,995,957,96.18,97.79,E857,1.81,1,Healthy
VORTAN_ASSEMBLY_3,MAC_LINE_2_VOLTRIS,MACLINE-2,NeuraX (V3.0),VX-4559-C8,169,09-10-2025 21:36,09-10-2025 21:39,6645,21411,0,384,30,SHIFT-B,35.69,31-05-2025,71,15725,30953,1024,Network Issue,1,1276,1110,86.99,97.1,E395,3.65,0,Healthy
NEURAX_INSPECTION_1,MAC_LINE_4_QUANTOR,MACLINE-2,Galvion (V1.3),ZX-5393-B4,0,09-10-2025 21:17,09-10-2025 21:17,0,24481,0,0,20,SHIFT-B,0,31-05-2025,54,0,25862,0,Network Issue,1,1230,1021,83.01,79.67,E638,0,0,Healthy
LUMINA_TEST_5,MAC_LINE_3_ZERION,MACLINE-2,Voltris (V9.2),TX-2138-B3,1,09-10-2025 21:32,09-10-2025 21:32,0,28277,0,0,31,SHIFT-B,0,31-05-2025,73,0,52848,0,Maintenance,0,1340,1127,84.1,72.69,E382,0,1,Healthy
LUMINA_SEALING_1,MAC_LINE_2_AXION,MACLINE-2,Orvion (V3.6),HX-8738-A7,166,09-10-2025 21:18,09-10-2025 21:21,5310,21426,0,53,31,SHIFT-B,32.21,02-06-2025,73,14194,37218,0,Sensor Fault,0,1153,1263,109.54,79.68,E659,0,1,Healthy
VOLTRIS_SEALING_5,MAC_LINE_2_CEREVEX,MACLINE-4,Astra (V1.6),NX-4186-B8,148,09-10-2025 21:54,09-10-2025 21:57,13694,12952,0,26,96,SHIFT-B,64.54,02-06-2025,194,28439,34040,26,Sensor Fault,1,932,750,80.47,72.72,E275,0.1,1,Healthy
LUMINA_SEALING_5,MAC_LINE_2_SYNTRA,MACLINE-2,Voltris (V4.2),HX-8297-C8,0,09-10-2025 21:28,09-10-2025 21:26,4866,22943,0,370,30,SHIFT-B,27.02,02-06-2025,72,11908,34544,114,Manual Stop,1,996,1091,109.54,62.24,E841,0.41,0,Healthy
NEXORA_ASSEMBLY_4,MAC_LINE_5_AURALON,MACLINE-1,Zerion (V3.5),ZX-4634-A8,90,09-10-2025 11:15,09-10-2025 11:16,0,0,28473,0,0,SHIFT-C,0,23-05-2025,0,0,0,475,Maintenance,1,913,770,84.34,65.02,E457,47500,1,Healthy
ZERION_PACKAGING_3,MAC_LINE_4_SYNTRA,MACLINE-4,Cryon (V6.2),NX-3052-C6,138,09-10-2025 05:52,09-10-2025 05:55,8783,13673,0,64000,65,SHIFT-C,100,23-05-2025,180,26375,75923,111,Manual Stop,1,1368,1262,92.25,94.89,E147,0.49,0,Healthy
AURALON_TEST_5,MAC_LINE_2_EONIX,MACLINE-2,Voltris (V6.0),VX-6441-A8,1,09-10-2025 15:28,09-10-2025 15:28,0,28283,0,0,0,SHIFT-C,0,23-05-2025,2,0,33134,0,Manual Stop,0,973,953,97.94,88.45,E108,0,0,Healthy
SYNTRA_MOUNTING_1,MAC_LINE_4_EONIX,MACLINE-2,Auralon (V7.0),ZX-8341-C7,126,09-10-2025 19:43,09-10-2025 19:45,0,28459,0,0,0,SHIFT-C,100,23-05-2025,0,6,82220,2075,Network Issue,0,1163,1261,108.43,94.21,E585,7.29,0,Healthy
NEXORA_SEALING_3,MAC_LINE_4_SYNTRA,MACLINE-2,Fluxen (V8.0),TX-5038-A4,0,09-10-2025 05:30,09-10-2025 05:30,0,25228,0,0,44,SHIFT-C,0,31-05-2025,98,0,44221,0,Power Failure,1,1128,799,70.83,88.75,E344,0,1,Needs Attention
NEXORA_ASSEMBLY_4,MAC_LINE_2_LUMINA,MACLINE-1,Astra (V3.4),HX-3165-B1,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.94,222.22,0,SHIFT-C,0,01-06-2025,0,0,0,475,Sensor Fault,0,952,915,96.11,68.78,E609,47500,1,Healthy
HELION_COATING_2,MAC_LINE_5_ORVION,MACLINE-1,Galvion (V9.7),HX-2242-A8,78,09-10-2025 19:50,09-10-2025 19:51,0,28467,0,0,0,SHIFT-C,0,01-06-2025,0,0,86037,0,Manual Stop,1,843,613,72.72,86.96,E775,0,1,Needs Attention
VORTAN_MOUNTING_1,MAC_LINE_4_ZERION,MACLINE-2,Voltris (V1.3),VX-6298-C2,1,09-10-2025 21:31,09-10-2025 21:31,0,23526,0,0,46,SHIFT-B,0,01-06-2025,67,0,32852,0,Manual Stop,0,1174,1033,87.99,82.62,E459,0,0,Healthy
CRYON_SEALING_4,MAC_LINE_3_ZERION,MACLINE-1,Helion (V7.1),NX-6651-A7,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.95,222.22,0,SHIFT-C,0,23-05-2025,0,0,0,475,Network Issue,1,1279,937,73.26,75.41,E220,47500,1,Needs Attention
HELION_TEST_4,MAC_LINE_1_GALVION,MACLINE-4,Axion (V3.6),HX-4660-B5,132,09-10-2025 21:41,09-10-2025 21:43,9992,18836,0,63298,78,SHIFT-B,43.23,13-06-2025,149,19050,51845,65,Manual Stop,0,1172,977,83.36,83.96,E745,0.23,0,Healthy
EONIX_SCREWING_4,MAC_LINE_1_EONIX,MACLINE-4,Vortan (V7.9),ZX-2194-A8,134,09-10-2025 21:46,09-10-2025 21:48,12579,12343,0,118,89,SHIFT-B,45.63,13-06-2025,160,20107,38055,174,Sensor Fault,1,1347,954,70.82,87.78,E763,0.7,1,Needs Attention
AXION_COATING_2,MAC_LINE_5_NEURAX,MACLINE-2,Cerevex (V8.7),NX-3311-C8,0,09-10-2025 13:55,09-10-2025 13:55,0,28277,0,0,0,SHIFT-B,0,13-06-2025,66,0,42401,0,Power Failure,0,1200,1163,96.92,96.15,E598,0,0,Healthy
AXION_ASSEMBLY_1,MAC_LINE_5_NEURAX,MACLINE-4,Voltris (V6.3),NX-1028-A4,142,09-10-2025 06:01,09-10-2025 06:04,11594,10836,0,64000,81,SHIFT-C,100,14-06-2025,247,41744,65979,176,Power Failure,0,1027,904,88.02,90.47,E598,0.78,0,Healthy
MACHINA_ALIGNMENT_2,MAC_LINE_4_NEXORA,MACLINE-1,Cryon (V1.7),ZX-7302-A5,0,09-10-2025 22:33,09-10-2025 10:50,0,0,0,222.22,0,SHIFT-C,100,14-06-2025,0,85833,246,0,Sensor Fault,1,1460,1534,105.07,95.86,E101,0,1,Healthy
ORVION_TEST_5,MAC_LINE_1_MACHINA,MACLINE-4,Dravon (V7.3),ZX-3542-B4,155,09-10-2025 21:48,09-10-2025 21:51,16996,11651,0,63562,92,SHIFT-B,64.81,14-06-2025,166,28558,45209,264,Network Issue,0,1248,1282,102.72,66.84,E642,0.92,0,Healthy
CEREVEX_INSPECTION_2,MAC_LINE_5_ZERION,MACLINE-4,Syntra (V3.1),VX-5335-A2,630,09-10-2025 13:54,09-10-2025 14:05,12497,16306,0,64000,81,SHIFT-A,54.48,01-06-2025,81,12002,21681,58,Maintenance,0,1452,1095,75.41,94.4,E438,0.2,1,Needs Attention
VOLTRIS_CALIBRATION_4,MAC_LINE_2_VORTAN,MACLINE-2,Auralon (V9.1),VX-7928-C5,186,09-10-2025 13:34,09-10-2025 13:37,9467,16936,0,0,31,SHIFT-A,42.93,01-06-2025,31,9457,12720,155,Maintenance,0,1254,1285,102.47,76.64,E768,0.59,1,Healthy
LUMINA_CALIBRATION_5,MAC_LINE_3_NEURAX,MACLINE-2,Axion (V6.8),TX-1885-A2,166,09-10-2025 14:24,09-10-2025 14:27,161,28534,0,0,1,SHIFT-B,27.61,13-06-2025,63,12167,28589,0,Manual Stop,1,886,688,77.65,85.39,E445,0,1,Needs Attention
ASTRA_MOUNTING_3,MAC_LINE_3_AXION,MACLINE-2,Machina (V8.1),NX-9010-C9,129,09-10-2025 18:55,09-10-2025 18:58,0,28461,0,0,0,SHIFT-C,0,27-06-2025,0,0,86056,0,Manual Stop,1,892,850,95.29,78.78,E439,0,0,Healthy
GALVION_MOUNTING_4,MAC_LINE_1_EONIX,MACLINE-2,Quantor (V4.6),TX-2113-B6,0,09-10-2025 17:45,09-10-2025 17:45,0,28269,0,0,0,SHIFT-A,0,28-06-2025,0,0,28264,48661,Network Issue,0,933,765,81.99,62.73,E852,172.13,0,Healthy
AURALON_TEST_4,MAC_LINE_3_DRAVON,MACLINE-4,Fluxen (V1.0),TX-7899-B6,141,09-10-2025 13:48,09-10-2025 13:50,9796,18830,0,64000,65,SHIFT-A,42.99,09-07-2025,65,9472,24255,282,Network Issue,0,981,962,98.06,73.12,E981,0.99,0,Healthy
LUMINA_COATING_1,MAC_LINE_2_ORVION,MACLINE-4,Dravon (V8.6),ZX-7424-C4,150,09-10-2025 13:56,09-10-2025 13:58,10901,16605,0,75,78,SHIFT-A,49.84,09-07-2025,78,10980,19403,83,Sensor Fault,1,1403,1505,107.27,68.21,E153,0.3,1,Healthy
ZERION_COATING_4,MAC_LINE_2_ASTRA,MACLINE-4,Lumina (V3.2),TX-6390-A4,134,09-10-2025 21:54,09-10-2025 21:56,12362,14836,0,137,87,SHIFT-B,53.19,09-07-2025,165,23436,37984,125,Power Failure,1,916,752,82.1,83.74,E538,0.46,0,Healthy
CRYON_PACKAGING_3,MAC_LINE_2_VORTAN,MACLINE-2,Dravon (V2.3),VX-1299-B1,208,09-10-2025 05:27,09-10-2025 05:31,10767,17563,0,41,52,SHIFT-C,100,10-07-2025,154,30509,34278,185,Manual Stop,1,1057,1001,94.7,68.13,E358,0.65,0,Healthy
ORVION_MOUNTING_4,MAC_LINE_2_LUMINA,MACLINE-4,Axion (V8.8),TX-6203-C5,137,09-10-2025 05:39,09-10-2025 05:41,9359,12979,37,64000,62,SHIFT-C,100,10-07-2025,121,18230,59975,314,Sensor Fault,1,1194,981,82.16,85.16,E945,1.41,1,Healthy
FLUXEN_COATING_4,MAC_LINE_5_ZERION,MACLINE-2,Eonix (V7.4),HX-9751-B2,162,09-10-2025 05:23,09-10-2025 05:26,14193,10129,70,1687,475,SHIFT-C,100,10-07-2025,574,29682,17943,2106,Network Issue,1,1127,1171,103.9,87.59,E770,8.66,0,Healthy
DRAVON_INSPECTION_3,MAC_LINE_1_AXION,MACLINE-2,Fluxen (V8.0),TX-7086-B5,1,09-10-2025 05:15,09-10-2025 05:15,0,28263,0,0,51,SHIFT-C,0,10-07-2025,153,0,64756,0,Network Issue,0,947,977,103.17,68.4,E986,0,0,Healthy
HELION_ALIGNMENT_2,MAC_LINE_5_MACHINA,MACLINE-4,Cerevex (V1.8),HX-1382-C5,133,09-10-2025 13:52,09-10-2025 13:54,9381,18288,0,9,69,SHIFT-A,42.89,19-08-2025,69,9450,19718,9,Power Failure,1,1329,1255,94.43,75.47,E684,0.03,0,Healthy
GALVION_CALIBRATION_3,MAC_LINE_1_CEREVEX,MACLINE-1,Nexora (V9.8),VX-8076-C8,223,09-10-2025 04:54,09-10-2025 04:58,0,28392,6,0,0,SHIFT-A,0,31-05-2025,0,0,28387,1,Manual Stop,0,976,706,72.34,97.25,E126,0,1,Needs Attention
DRAVON_MOUNTING_3,MAC_LINE_1_AURALON,MACLINE-2,Cerevex (V4.1),VX-5010-C3,1,09-10-2025 05:11,09-10-2025 05:11,0,28277,0,0,40,SHIFT-C,0,31-05-2025,113,0,78493,0,Network Issue,1,1285,1042,81.09,71.54,E222,0,0,Healthy
NEXORA_ASSEMBLY_1,MAC_LINE_3_QUANTOR,MACLINE-1,Zerion (V4.0),TX-6313-C4,704,09-10-2025 20:14,09-10-2025 20:26,0,0,28720,0,0,SHIFT-C,100,31-05-2025,1,546,26739,478,Network Issue,1,1137,1231,108.27,83.64,E396,47800,0,Healthy
QUANTOR_TEST_4,MAC_LINE_4_GALVION,MACLINE-1,Quantor (V9.8),ZX-3100-A9,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.94,222.22,0,SHIFT-B,0,31-05-2025,0,0,0,475,Sensor Fault,0,1350,986,73.04,78.09,E504,47500,1,Needs Attention
QUANTOR_TEST_2,MAC_LINE_1_EONIX,MACLINE-4,Cerevex (V7.9),VX-8635-C9,176,09-10-2025 21:51,09-10-2025 21:54,9569,19101,14,62339,65,SHIFT-B,50.1,31-05-2025,151,22077,47821,176,Maintenance,1,1392,1476,106.03,68.7,E527,0.61,1,Healthy
VOLTRIS_ASSEMBLY_3,MAC_LINE_2_VOLTRIS,MACLINE-2,Vortan (V6.3),VX-6322-A7,203,09-10-2025 21:33,09-10-2025 21:36,6370,22706,0,0,30,SHIFT-B,34.95,31-05-2025,71,15400,31068,1452,Manual Stop,1,1284,1069,83.26,82.51,E190,4.99,0,Healthy
AURALON_ASSEMBLY_4,MAC_LINE_5_DRAVON,MACLINE-2,Dravon (V5.4),VX-9223-A5,169,09-10-2025 01:47,09-10-2025 01:50,0,28694,0,0,0,SHIFT-B,0,31-05-2025,0,0,50982,0,Power Failure,1,1134,1037,91.45,73.28,E254,0,0,Healthy
VOLTRIS_ASSEMBLY_4,MAC_LINE_2_CRYON,MACLINE-2,NeuraX (V7.9),VX-4276-B1,215,09-10-2025 05:12,09-10-2025 05:16,11057,17298,0,0,52,SHIFT-C,100,01-06-2025,131,25348,33688,0,Manual Stop,1,1106,1172,105.97,97.92,E635,0,0,Healthy
ZERION_COATING_1,MAC_LINE_1_VOLTRIS,MACLINE-2,NeuraX (V9.3),VX-6827-A1,187,09-10-2025 05:20,09-10-2025 05:23,10392,15586,257,485,51,SHIFT-C,100,01-06-2025,130,26761,25695,1579,Sensor Fault,1,1114,813,72.98,89.29,E214,6.08,1,Needs Attention
ORVION_SEALING_4,MAC_LINE_1_AURALON,MACLINE-2,Auralon (V2.7),HX-3303-B5,173,09-10-2025 21:20,09-10-2025 21:23,8985,19257,0,189,48,SHIFT-B,32.72,01-06-2025,79,14416,23246,0,Network Issue,0,1422,1073,75.46,96.47,E822,0,1,Needs Attention
DRAVON_PACKAGING_5,MAC_LINE_5_ASTRA,MACLINE-4,NeuraX (V1.8),ZX-1008-C2,146,09-10-2025 22:01,09-10-2025 22:03,12296,16489,0,62415,84,SHIFT-B,54.9,01-06-2025,165,24191,46013,76,Power Failure,1,871,625,71.76,95.29,E202,0.26,1,Needs Attention
DRAVON_CALIBRATION_4,MAC_LINE_5_VOLTRIS,MACLINE-2,Galvion (V3.3),TX-5204-B2,174,09-10-2025 21:15,09-10-2025 21:18,11980,17046,0,125,49,SHIFT-B,46.75,01-06-2025,80,20598,23298,155,Manual Stop,0,1263,1232,97.55,66.45,E249,0.53,0,Healthy
AURALON_SCREWING_5,MAC_LINE_1_EONIX,MACLINE-1,Zerion (V6.7),HX-7436-A9,0,09-10-2025 22:33,09-10-2025 10:50,0,0,0,222.22,0,SHIFT-C,100,14-06-2025,0,85833,246,0,Sensor Fault,0,1366,1189,87.04,76.05,E256,0,1,Healthy
QUANTOR_COATING_4,MAC_LINE_4_EONIX,MACLINE-1,Zerion (V5.3),ZX-8097-C8,0,09-10-2025 22:33,09-10-2025 14:37,0,0,98.9,222.22,0,SHIFT-A,100,16-06-2025,0,28479,0,475,Manual Stop,0,1308,1418,108.41,84.92,E472,47500,0,Healthy
VORTAN_TEST_1,MAC_LINE_5_HELION,MACLINE-4,Orvion (V6.3),HX-8750-A8,129,09-10-2025 13:57,09-10-2025 13:59,7166,19584,0,57,54,SHIFT-A,32.54,16-06-2025,54,7168,22654,170,Power Failure,1,851,736,86.49,71.45,E478,0.64,0,Healthy
DRAVON_ALIGNMENT_5,MAC_LINE_3_DRAVON,MACLINE-4,Eonix (V7.5),NX-8166-B4,145,09-10-2025 13:57,09-10-2025 13:59,7380,21354,25,64000,53,SHIFT-A,33.5,16-06-2025,53,7380,22043,47,Power Failure,1,1175,874,74.38,88.75,E140,0.16,1,Needs Attention
HELION_COATING_2,MAC_LINE_3_AXION,MACLINE-1,Orvion (V4.1),TX-5240-B4,0,09-10-2025 23:43,09-10-2025 18:42,0,0,28459,0,0,SHIFT-A,0,16-06-2025,0,0,0,474,Manual Stop,1,1198,1063,88.73,71.65,E149,47400,0,Healthy
HELION_COATING_2,MAC_LINE_1_AXION,MACLINE-2,Cerevex (V8.6),NX-3803-B1,0,09-10-2025 12:33,09-10-2025 12:33,0,28275,0,0,63,SHIFT-A,0,16-06-2025,63,0,21372,48661,Manual Stop,1,849,628,73.97,75.33,E190,172.09,1,Needs Attention
NEURAX_PACKAGING_1,MAC_LINE_5_NEXORA,MACLINE-2,Nexora (V1.8),ZX-9040-C4,198,09-10-2025 05:24,09-10-2025 05:27,13566,15116,0,0,68,SHIFT-C,100,16-06-2025,209,40975,30706,0,Network Issue,1,883,771,87.32,69.52,E941,0,0,Healthy
ZERION_TEST_1,MAC_LINE_2_MACHINA,MACLINE-2,Eonix (V6.8),ZX-5268-B4,130,09-10-2025 21:40,09-10-2025 21:42,9373,18413,0,160,76,SHIFT-B,40.06,16-06-2025,141,17651,27743,38,Manual Stop,0,854,718,84.07,75.57,E421,0.14,0,Healthy
HELION_ALIGNMENT_5,MAC_LINE_2_ZERION,MACLINE-2,Syntra (V9.6),NX-4676-C3,272,09-10-2025 03:48,09-10-2025 03:52,854,23029,43,15,5,SHIFT-C,100,12-09-2025,15,2688,79699,0,Sensor Fault,1,1133,1071,94.53,65.01,E625,0,1,Healthy
HELION_SEALING_5,MAC_LINE_5_NEURAX,MACLINE-4,Zerion (V3.6),NX-9882-A9,173,09-10-2025 05:59,09-10-2025 06:02,11156,11252,0,64000,76,SHIFT-C,100,12-09-2025,179,28063,67647,9,Network Issue,1,1317,1206,91.57,89.68,E435,0.04,0,Healthy
NEXORA_TEST_3,MAC_LINE_3_NEXORA,MACLINE-4,Eonix (V2.6),HX-5398-C5,160,09-10-2025 13:52,09-10-2025 13:55,13618,11583,0,391,95,SHIFT-A,62.29,13-09-2025,95,13723,18713,723,Power Failure,0,1242,1267,102.01,73.86,E561,2.87,0,Healthy
NEXORA_ALIGNMENT_1,MAC_LINE_2_CEREVEX,MACLINE-2,Quantor (V5.8),VX-8322-C1,1,09-10-2025 21:34,09-10-2025 21:34,0,27987,0,0,37,SHIFT-B,0,03-06-2025,74,0,36454,0,Network Issue,1,980,867,88.47,91.05,E199,0,0,Healthy
AXION_CALIBRATION_5,MAC_LINE_1_CEREVEX,MACLINE-4,Nexora (V2.4),HX-1223-B7,134,09-10-2025 05:45,09-10-2025 05:47,11064,16321,0,26,85,SHIFT-C,100,15-06-2025,278,36340,62652,525,Manual Stop,1,1263,1274,100.87,60.44,E735,1.92,0,Healthy
DRAVON_ALIGNMENT_4,MAC_LINE_2_NEXORA,MACLINE-2,Auralon (V1.7),NX-3071-C9,1,09-10-2025 05:31,09-10-2025 05:31,0,28269,0,0,62,SHIFT-C,0,15-06-2025,170,0,57899,0,Power Failure,0,1152,1241,107.73,79.79,E749,0,0,Healthy
CEREVEX_MOUNTING_3,MAC_LINE_5_HELION,MACLINE-1,Nexora (V7.6),NX-2945-A5,0,09-10-2025 23:43,09-10-2025 18:42,0,0,28459,0,0,SHIFT-C,0,15-06-2025,0,0,0,474,Power Failure,0,1199,1233,102.84,61.56,E593,47400,0,Healthy
NEXORA_INSPECTION_4,MAC_LINE_2_ORVION,MACLINE-1,Nexora (V4.8),HX-7179-A3,197,09-10-2025 05:36,09-10-2025 05:39,13759,14707,0,188,66,SHIFT-C,100,15-06-2025,197,43348,40948,5,Power Failure,1,1245,873,70.12,91.29,E768,0.02,1,Needs Attention
